M10045.0	부대끼리, 또는 시설과 부대가 {C:10b}직접⏎공격{C:32b}을 하고 있는 상태입니다.⏎간접 공격 중에는 해당하지 않습니다.⏎⏎교전 상태가 되면 시설에는 「{C:10b}군사{C:32b}」⏎「{C:10b}임면{C:32b}」「{C:10b}육성{C:32b}」 등의 명령만⏎내릴 수 있습니다.
M10079.0	부하 무장의 작위입니다.⏎{C:10b}문관{C:32b} 작위와 {C:10b}무관{C:32b} 작위가 있으며,⏎임명되면 문관은 {C:10b}지력{C:32b}과 {C:10b}정치{C:32b}가,⏎무관은 {C:10b}지휘할 수 있는 병사 수{C:32b}가⏎오르며, 양쪽 모두 충성도 오릅니다.⏎⏎군주의 관작이 높으면 부하에게 더⏎높은 작위를 수여할 수 있습니다.⏎⏎{C:9b}【효과】{C:32b}⏎　{U:F0CD}부하의 능력, 지휘 병사, 충성
M10081.0	{C:10b}망루{C:32b}와 일부 {C:10b}도시, 관{C:32b}의 {C:10b}특성{C:32b}입니다.⏎{C:10b}공격범위가 넓어져{C:32b}, 상대의 공격이⏎닿지 않는 먼 곳까지 공격할 수⏎있습니다.
M10083.0	대륙은 {C:10b}14{C:32b}개 주(이민족의 영토⏎제외)로 나뉘어 있습니다.⏎주를 하나 제패하면 {C:10b}주목{C:32b}에⏎임명됩니다. 관작을 얻기 위한 첫⏎단계는 주목이 되는 것입니다. 우선⏎주 안의 도시를 모두 제압합시다.
M10085.0	도시별 금수입의 정도를 나타내는⏎값입니다. 「{C:10b}상업{C:32b}」을 하면 오릅니다.⏎수익이 높은 도시는 인구가 적어도⏎{C:10b}많은 금수입을 기대{C:32b}할 수 있습니다.⏎⏎도시가 공격을 받으면 매일 조금씩⏎떨어지고 맙니다.
M10087.0	도시별 병량수입의 정도를 나타내는⏎값입니다. 「{C:10b}개간{C:32b}」을 하면 오릅니다.⏎수확이 높은 도시는 인구가 적어도⏎{C:10b}많은 병량수입을 기대{C:32b}할 수 있습니다.⏎⏎도시가 공격을 받으면 매일 조금씩⏎떨어지고 맙니다.
M10089.0	그 병법에 얼마나 숙달되어 있는지를⏎나타내는 값입니다.⏎병법과 마찬가지로 {C:10b}9계통{C:32b}이 있습니다.⏎({C:10b}보병, 기병, 궁기, 노병, 수군,⏎공성, 지식, 모략, 책략계{C:32b})⏎⏎병법을 발동하면 실행무장 외에⏎{C:10b}같은 부대 무장의 숙련도 오릅니다{C:32b}.⏎각 계통의 숙련이 각 병법에 설정된⏎값에 이르면 그 병법을 습득하기도⏎합니다.⏎계략이나 「{C:10b}훈련{C:32b}」「{C:10b}보수{C:32b}」「{C:10b}건설{C:32b}」⏎등으로도 오릅니다.
M10091.0	위임방침 중 하나입니다.⏎도독은 방침에 따라 시설의 방어를⏎굳힙니다. 계략이나 공작, 보수도⏎실행합니다.
M10093.0	「{C:10b}건설{C:32b}」할 수 있는 건물 중에서⏎{C:10b}가장 견고{C:32b}한 시설입니다.⏎부대가 들어가면 매 턴 부상병이⏎회복됩니다.⏎⏎수비병은 {C:10b}낙석{C:32b}을 사용할 수 있습니다.⏎또한 병법 「{C:10b}제사{C:32b}」를 발동하기도⏎합니다.
M10095.0	공성전용 진형입니다.⏎병법 「{C:10b}충차{C:32b}」를 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎충차로 시설・장애물을 제압하거나⏎파괴하면 같은 부대 안의 무장이⏎「충차」를 익히기도 합니다.⏎⏎{C:9b}＜장점＞{C:32b}⏎　시설・장애물의 {C:10b}내구를 크게 낮춤{C:32b}⏎{C:9b}＜단점＞{C:32b}⏎　수비력이 낮음⏎　기동력이 낮음
M10097.0	부대나 시설의 상태입니다.⏎「{C:10b}일반{C:32b}」, 「{C:10b}교전{C:32b}」, 「{C:10b}혼란{C:32b}」,⏎「{C:10b}무진{C:32b}」, 「{C:10b}궤주{C:32b}」, 「{C:10b}허보{C:32b}」,⏎「{C:10b}고양{C:32b}」의 7종류가 있습니다.
M10099.0	금이나 병량을 사고파는 상대입니다.⏎「{C:10b}구입{C:32b}」「{C:10b}매각{C:32b}」은 도시에 상인이⏎있을 때만 실행할 수 있습니다.⏎⏎상인이 있을 때는 정보 화면에⏎표시됩니다.⏎늘 상인이 있는 도시도 있습니다.⏎(목록에서는 「{C:10b}상주{C:32b}」. 도시 위에는⏎{C:10b}돈 마크{C:32b}가 표시된다)
M10101.0	무장이 현재 머물고 있는 곳입니다.⏎출진 중이면 부대 이름이 표시됩니다.⏎「{C:10b}인재{C:32b}」, 「{C:10b}외교{C:32b}」 등으로 외출했을⏎때는 「{C:10b}이동 중{C:32b}」으로 표시됩니다.
M10103.0	무장이 소속된 시설입니다.⏎출진할 때나 「{C:10b}인재{C:32b}」, 「{C:10b}외교{C:32b}」⏎등으로 외출할 때도 소속은 바뀌지⏎않습니다.
M10105.0	간소한 시설입니다.⏎병법은 발동하지 않지만 {C:10b}건설 기간이⏎짧아서{C:32b} 중계 거점으로 최적입니다.⏎부대가 들어가면 매 순(10일)마다⏎부상병이 조금씩 회복됩니다.⏎「{C:10b}건설{C:32b}」로 지을 수 있습니다.
M10107.0	적 병사를 꾀어 {C:10b}아군으로 만듭니다{C:32b}.⏎{C:10b}적의 진형이 무너지기{C:32b}도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 모략계 병법 「{C:10b}배반{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}자기 부대의 병사⏎　{U:F0CD}모략계 병법의 숙련, 지력 경험⏎　{U:F0CE}적 부대의 병사({C:10b}＋무진{C:32b})
M10109.0	도시의 인구입니다.⏎{C:10b}인구가 많을수록{C:32b} 금・병량 수입이⏎늘어납니다. 인구는 계절마다 민심⏎수치에 따라 늘거나 줄어듭니다.⏎{C:10b}민심이 높을수록{C:32b} 많은 백성이 이주해⏎옵니다.⏎⏎병사는 인구에 포함되지 않습니다.⏎「{C:10b}징병{C:32b}」으로 모은 병사 수만큼⏎인구가 줄어듭니다.
M10111.0	등록무장으로 만드는 세력입니다.⏎빈 도시에 배치할 수 있습니다.⏎「{C:10b}무장배치{C:32b}」로 부하를 둘 수도⏎있습니다.
M10113.0	네 가지 성격(저돌, 대담, 냉정,⏎신중) 중 하나로, {C:10b}소극적으로⏎행동{C:32b}합니다.⏎⏎항상 안전한 길을 택해 손해를⏎최소한으로 줄이지만, 명령을⏎어기면서까지 퇴각하기도 합니다.
M10115.0	군주의 인망입니다.⏎높을수록 부대의 사기가 높아집니다.⏎「{C:10b}등용{C:32b}」이나 외교 교섭 등도⏎성공하기 쉬워집니다.⏎⏎도시의 {C:10b}민심을 올리거나{C:32b} {C:10b}인구가 늘면{C:32b}⏎신망이 오릅니다.⏎주를 제패하면 「{C:10b}주목{C:32b}」 관작을⏎받지만, 더 높은 관작을 얻으려면⏎신망을 올려야 합니다.
M10117.0	세력에 대한 무장의 친밀도입니다.⏎친밀이 높은 무장은 자세력에⏎친근감을 품고 있어 등용이나 설득에⏎쉽게 응합니다.⏎자세력 무장의 경우에는 충성과 같은⏎수치가 됩니다.
M10119.0	타세력과의 우호 지표입니다.⏎{C:10b}가장 우호적인 상태{C:32b}로, 외교 교섭을⏎하기 쉬운 관계입니다.⏎⏎이 상태에서 선전포고를 하면 신망과⏎부하 무장의 충성이 크게 떨어지고⏎맙니다.
M10121.0	무장의 성격입니다.⏎주로 부대의 행동에 영향을 줍니다.⏎저돌, 대담, 냉정, 신중의 네 가지가⏎있습니다.⏎{C:10b}저돌{C:32b}……용맹과감한 성격⏎{C:10b}대담{C:32b}……용맹하면서도 냉정한 성격⏎{C:10b}냉정{C:32b}……임기응변에 능한 성격⏎{C:10b}신중{C:32b}……항상 만전을 기하는 성격
M10123.0	무장의 정치력입니다.⏎높을수록 「{C:10b}상업{C:32b}」이나 「{C:10b}개간{C:32b}」⏎등의 효율이 오르고, 외교 교섭이나⏎「{C:10b}탐색{C:32b}」, 「{C:10b}등용{C:32b}」도 성공하기⏎쉬워집니다.⏎외교 교섭, 탐색, 등용에 성공하면⏎정치가 오르기도 합니다.
M10125.0	강력한 노병 공격을 합니다.⏎적 무장을 {C:10b}저격{C:32b}하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 노병계 병법 「{C:10b}제사{C:32b}」를 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근(간접 공격 가능)⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}노병계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사⏎　{U:F0CE}적 무장의 건강(저격 시)
M10127.0	태어난 해입니다.⏎게임에는 {C:10b}15세{C:32b}부터 등장합니다.
M10129.0	등록무장을 만들 때 성별을 고를 수⏎있습니다. 기본 설정은 남자입니다.⏎「{C:10b}남{C:32b}」으로 하면 게임 중에 남성용⏎대사로 말합니다.⏎「{C:10b}여{C:32b}」를 고르면 여성용 대사로⏎바뀝니다.
M10131.0	무장의 이름입니다.⏎자는 입력하지 않아도 됩니다.
M10133.0	공성전용 진형입니다.⏎병법 「{C:10b}정란{C:32b}」을 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎「{C:10b}정란{C:32b}」으로 시설을 제압하면 같은⏎부대 안의 무장이 「{C:10b}정란{C:32b}」을⏎익히기도 합니다.⏎⏎{C:9b}＜장점＞{C:32b}⏎　시설 {C:10b}수비병에게 막강한 위력 발휘{C:32b}⏎{C:9b}＜단점＞{C:32b}⏎　수비력이 낮음⏎　기동력이 낮음
M10135.0	군주를 중심으로 하나 이상의 도시를⏎다스리는 군웅입니다.⏎⏎무장이 한 명도 없는 상태에서⏎군주가 사망하거나, 군주가 항복하면⏎그 세력은 멸망합니다.⏎이민족을 제외한 모든 세력을⏎제압하면 중국 통일을 달성합니다.
M10137.0	위임방침 중 하나입니다.⏎도독은 표적으로 삼은 세력을 향해⏎전쟁이나 계략을 자주 겁니다.
M10139.0	{C:10b}가장 견고{C:32b}한 시설입니다.⏎관의 수비병은 병법 「{C:10b}연노{C:32b}」를⏎발동하기도 합니다.⏎부대가 들어가면 매 턴 부상병이⏎회복됩니다. 건설은 할 수 없습니다.
M10141.0	적의 진행을 오랫동안 가로막는⏎가짜 병사입니다. {C:10b}부수려는 부대에⏎피해를 주며, 혼란시키기도 합니다{C:32b}.⏎병법 「{C:10b}석병{C:32b}」을 습득한 무장이⏎건설 부대에 있으면 「{C:10b}건설{C:32b}」할 수⏎있습니다.⏎석병을 건설하거나 파괴했을 때⏎병법 「{C:10b}석병{C:32b}」을 익히기도 합니다.
M10143.0	{C:10b}건설 비용을 줄이는{C:32b} 병법입니다.⏎병법 「{C:10b}조영{C:32b}」을 습득한 무장이⏎건설 부대에 있으면 그 인원수만큼⏎건설 비용이 줄어듭니다.⏎⏎공작물을 「{C:10b}건설{C:32b}」할 때⏎병법 「{C:10b}조영{C:32b}」을 익히기도 합니다.
M10145.0	누구나 편성할 수 있는 배입니다.⏎{C:10b}이동력이 높아{C:32b} 빨리 강을 건너고⏎싶을 때 편리합니다.⏎⏎교전 시에는 「{C:10b}시우{C:32b}」가 자동으로⏎발동하기도 합니다(출진 시 선택한⏎병법과 관계없이). 공격력은⏎평균적입니다.
M10147.0	「{C:10b}기사{C:32b}」보다 강한 활 공격을 합니다.⏎적 무장을 {C:10b}저격{C:32b}하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 궁기계 병법 「{C:10b}주사{C:32b}」를 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근(간접 공격 가능)⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}궁기계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사⏎　{U:F0CE}적 무장의 건강(저격 시)
M10149.0	{C:10b}최강{C:32b}의 공격력을 지닌 진형입니다.⏎병법 「{C:10b}상병{C:32b}」을 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎상병으로 시설・장애물을 제압하거나⏎파괴하면 같은 부대 안의 무장이⏎「{C:10b}상병{C:32b}」을 익히기도 합니다.⏎⏎{C:9b}＜장점＞{C:32b}⏎{C:10b}　시설・장애물 파괴에 위력 발휘⏎　부대에 대한 공격력도 높음⏎{C:9b}＜단점＞{C:32b}⏎{C:10b}　보병계 병법에 약함{C:32b}
M10151.0	적 부대 {C:10b}전열{C:32b}이나 {C:10b}중열{C:32b}의 무장을⏎노려 쏩니다. 노병계, 궁기계 병법을⏎발동한 뒤 이어서 일어나기도 합니다.⏎{C:10b}노병계 병법의 숙련이 높으면{C:32b} 저격이⏎일어나기 쉬워집니다.⏎⏎{C:9b}【효과】{C:32b}⏎　{U:F0CE}저격당한 무장의 {C:10b}건강{C:32b}
M10154.0	공작물의 강도입니다.⏎{C:10b}0이 되면 시설・장애물은 소멸{C:32b}합니다.⏎{C:10b}도시, 관, 항{C:32b}의 경우에는 소멸하지⏎않고 타세력의 소유가 됩니다.⏎⏎또한 내구는 수비병의 전투력에도⏎영향을 줍니다. 내구가 높은⏎시설일수록 병사도 강해집니다.⏎「{C:10b}보수{C:32b}」로 올릴 수 있습니다.
M10156.0	공격, 계략, 외교 등의 목표가 되는⏎세력, 시설, 부대, 무장입니다.
M10158.0	시설이나 부대의 대장입니다.⏎　①군주, 도독이 최우선⏎　②{C:10b}지휘 병사{C:32b}가 많은 순⏎　③{C:10b}무관 작위{C:32b}가 높은 순⏎　④{C:10b}통솔{C:32b}이 높은 순⏎위 순서에 따라 자동으로 결정됩니다.⏎대장의 통솔이 높으면 부대도⏎강해집니다.⏎또한 대장의 성격에 따라 부대의⏎행동이 달라집니다.⏎{C:9b}【예】{C:32b}⏎　대장의 성격이 저돌이면 부대가⏎　공격적이 되기 쉽다
M10160.0	플레이어가 담당할 세력을⏎선택합니다.
M10162.0	소속 세력에 대한 충성심 수치입니다.⏎높을수록 {C:10b}배신하기 어렵고, 타세력의⏎등용에도 응하지 않게{C:32b} 됩니다.⏎⏎작위에 걸맞은 녹봉을 주면 저절로⏎올라갑니다.⏎「{C:10b}포상{C:32b}」으로 금을 주거나 아이템을⏎「{C:10b}수여{C:32b}」하면 오릅니다.⏎⏎아이템을 몰수하거나, 녹봉이⏎부족하면 떨어집니다.⏎또한 타세력의 계략 「{C:10b}이간{C:32b}」에 걸려⏎떨어지기도 합니다.
M10164.0	타세력과의 우호 지표입니다.⏎우호적이지도 적대적이지도 않은⏎{C:10b}보통 상태{C:32b}입니다.⏎⏎이 상태에서 선전포고해도 신망은⏎떨어지지 않습니다.
M10166.0	네 가지 성격(저돌, 대담, 냉정,⏎신중) 중 하나로, {C:10b}용맹과감하게⏎행동{C:32b}합니다.⏎⏎적이라고 판단하면 두려움 없이⏎맞섭니다.⏎그 때문에 제멋대로 행동하는 일이⏎많아집니다.
M10168.0	여러 아군 부대의 {C:10b}부상병을⏎치료{C:32b}합니다. {C:10b}상태 이상{C:32b}과 {C:10b}무장의⏎건강{C:32b}도 회복합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 책략계 병법 「{C:10b}치료{C:32b}」를 설정한⏎　　 무장을 부대에 편성⏎　2. 부상병이 있는 아군 부대에⏎　　 접근(자기 부대뿐이어도 가능)⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}아군 부대의 병사⏎　{U:F0CD}책략계 병법의 숙련, 지력 경험
M10170.0	무장의 {C:10b}지혜{C:32b}를 나타내는 값입니다.⏎높을수록 계략이 성공하기 쉬워지고,⏎모략, 책략계 병법이 성공할 확률도⏎올라갑니다.⏎계략을 성공시키거나 모략, 책략계⏎병법이 발동하면 지력이 오르기도⏎합니다.⏎⏎군사가 되려면 지력이 {C:10b}70 이상{C:32b}⏎필요합니다. 지력이 높을수록 조언의⏎적중률이 높아집니다.
M10172.0	시설이나 부대가 {C:10b}정상인 상태{C:32b}입니다.⏎이 상태일 때는 부대나 시설에⏎자유롭게 명령을 내릴 수 있습니다.⏎⏎전쟁을 하거나({C:10b}교전{C:32b}) 상태가 변하면⏎({C:10b}혼란, 무진, 궤주, 허보, 고양{C:32b})⏎일반 상태에서 벗어납니다.
M10174.0	시야 범위가 넓어지는 병법입니다.⏎부대에 병법 「{C:10b}정찰{C:32b}」을 가진 무장이⏎있으면 시야 범위가 넓어지고,⏎평소에는 볼 수 없는 적 정보도⏎확인할 수 있습니다.
M10176.0	기병계 최강의 병법입니다.⏎이 병법을 고른 무장은 기병으로⏎취급됩니다.⏎⏎{C:9b}【병법 효과】{C:32b}⏎　최강의 기병 공격을 합니다.⏎　적 부대에 붙잡혀 있는 포로를⏎　해방하기도 합니다.⏎　함정에 약하다는 결점이 있습니다.
M10178.0	수상에서 {C:10b}최강{C:32b}을 자랑하는⏎대형선입니다.⏎병법 「{C:10b}투함{C:32b}」을 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎다른 배나 항을 상대로 안정적으로⏎싸울 수 있습니다.⏎⏎교전 시 병법 「{C:10b}난사{C:32b}」, 「{C:10b}강공{C:32b}」이⏎자동으로 발동하기도 합니다⏎(출진 시 선택한 병법과 관계없이).
M10180.0	보병계 병법입니다.⏎이 병법을 넣은 무장은 보병으로⏎취급됩니다.⏎⏎{C:9b}【병법 효과】{C:32b}⏎숲이나 습지에서 발동률이 오릅니다.⏎불에 약하다는 결점이 있습니다.
M10184.0	적 부대 안에서 서로 싸우게 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎1. 책략계 병법 「{C:10b}동토{C:32b}」를 설정한⏎　 무장을 부대에 편성⏎2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎{U:F0CD}책략계 병법의 숙련⏎{U:F0CE}적 부대의 병사⏎　(＋혼란)
M10186.0	등록무장을 게임에 등장시킵니다.⏎「{C:10b}신세력작성{C:32b}」이나 「{C:10b}무장배치{C:32b}」를⏎하지 않은 등록무장은⏎미발견 무장으로 게임 속에 있습니다.⏎15세 미만의 무장은 {C:10b}15세{C:32b}가 되면⏎등장합니다.⏎⏎세력선택 화면의 「{C:10b}등장무장{C:32b}」에서⏎「{C:10b}등장시키지 않을{C:32b}」 무장을 고를 수⏎있습니다. 고른 무장은 게임에⏎등장하지 않게 됩니다.
M10188.0	공성전용 진형입니다.⏎병법 「{C:10b}투석{C:32b}」을 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎투석으로 시설・장애물을 제압하거나⏎파괴하면 같은 부대 안의 무장이⏎「{C:10b}투석{C:32b}」을 익히기도 합니다.⏎⏎{C:9b}＜장점＞{C:32b}⏎{C:10b}　공격 사정 범위가 넓음{C:32b}⏎　공성전, 야전 모두에서 위력 발휘⏎{C:9b}＜단점＞{C:32b}⏎　수비력이 낮음
M10190.0	부대를 이끄는 능력입니다.⏎통솔이 높은 무장이 대장이 되면⏎시설, 부대의 {C:10b}공격력이 높아{C:32b}집니다.⏎⏎「{C:10b}건설{C:32b}」을 실행하거나 적 부대를⏎괴멸시키면 통솔이 오르기도 합니다.
M10192.0	통솔할 수 있는 병사의 수입니다.⏎작위가 오르면 늘어납니다.
M10196.0	세력의 거점입니다.⏎대륙에는 49개의 도시가 있습니다.⏎도시를 많이 지배하면 금과 병량⏎수입이 늘어납니다.⏎「{C:10b}건설{C:32b}」로 지을 수는 없습니다.⏎⏎플레이어가 담당하는 도시를 모두⏎잃으면 게임 오버가 됩니다.
M10198.0	적 부대의 발을 묶는 장애물입니다.⏎{C:10b}목책보다 견고{C:32b}해서 부수는 데 시간이⏎걸립니다.⏎그만큼 건설 기간이 길고 비용도⏎많이 듭니다.
M10200.0	기병계 {C:10b}최강의 병법{C:32b}입니다.⏎적 부대에 붙잡혀 있는 포로를⏎해방하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 기병계 병법 「{C:10b}돌격{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}기병계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사
M10202.0	「{C:10b}돌파{C:32b}」보다 강한 기병 공격입니다.⏎적 부대에 붙잡혀 있는 포로를⏎해방하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 기병계 병법 「{C:10b}돌진{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}기병계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사
M10204.0	위임된 곳을 통치하는 {C:10b}군단장{C:32b}입니다.⏎신분은 군주 다음가는 지위입니다.⏎「{C:10b}위임{C:32b}」할 때 작위에 따라 자동으로⏎결정됩니다.⏎⏎우선순위는 다음과 같습니다.⏎①{C:10b}지휘 병사{C:32b}가 많은 순⏎②{C:10b}무관 작위{C:32b}가 높은 순⏎③{C:10b}통솔{C:32b}이 높은 순
M10206.0	활 공격을 하는 병사입니다.⏎병법에 제사, 연사, 원융,⏎시우, 난사를 넣은 무장은⏎노병으로 취급됩니다.⏎간접 공격이 가능합니다.⏎사대나 정란의 높이에 따라⏎사정거리가 늘어납니다.
M10208.0	간접 공격을 하는 병법으로, {C:10b}시설에⏎대해서도 발동{C:32b}합니다. 다른 계통보다⏎위력은 낮은 편이지만 공성전에서는⏎빼놓을 수 없는 병법입니다.⏎「{C:10b}제사{C:32b}」, 「{C:10b}연사{C:32b}」, 「{C:10b}연노{C:32b}」의⏎3종류가 있습니다.⏎「{C:10b}관{C:32b}」「{C:10b}성채{C:32b}」「{C:10b}요새{C:32b}」「{C:10b}망루{C:32b}」에서⏎농성하면 시설에서 자동으로⏎발동하기도 합니다.⏎⏎또한 병법 발동 후에 이어서⏎「{C:10b}저격{C:32b}」이 일어나 적 무장을⏎부상시키기도 합니다.
M10210.0	{C:10b}진이나 망루보다 견고{C:32b}한 시설입니다.⏎병법 「{C:10b}제사{C:32b}」를 발동하기도 합니다.⏎부대가 들어가면 매 턴 부상병이⏎회복됩니다.⏎「{C:10b}건설{C:32b}」로 지을 수 있습니다.
M10212.0	{C:10b}가장 견고{C:32b}한 장애물입니다.⏎굳힌 토사를 쌓아 올려 적 부대의⏎진행을 막습니다. 적어도 한 달은⏎발을 묶을 수 있을 것입니다.⏎그만큼 건설 기간이 꽤 길고 비용도⏎많이 듭니다.
M10215.0	게임의 난이도입니다.⏎초급, 상급이 있습니다.⏎{C:10b}초급{C:32b}……처음 플레이하는 분께⏎　　　　추천합니다. 게임 시작 시⏎　　　　플레이어가 담당하는 세력의⏎　　　　금이 늘어납니다.⏎{C:10b}상급{C:32b}……타세력이 강해집니다.
